Órgão UGE Código;Órgão UGE Nome;Dia Lançamento;Item Informação;Saldo R$ (Item Informação)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.805.745,19)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.201.419,84)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);23.203,24
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(434.069,03)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);5.448.043,71
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);156.593,34
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);62.961,22
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.047.331,40)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(9.626.944,13)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(130.026,55)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(89.071,54)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(131.471,67)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.417.335,81
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/03/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);31.780,02
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/03/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(42.539,93)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/03/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.400,00
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);414.718,32
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(589.109,36)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);368.091,58
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(402.831,62)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);22.359,58
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(34.727.455,23)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(227.430,84)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);232.533,62
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(528.595,21)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);11.540,97
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(3.913.563,92)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);877,26
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(48.726,17)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);139.112,17
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/04/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.136,98)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/04/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.912.448,24
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(192.203,49)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);16.225,43
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.393.421,97)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.431.706,05)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);12.255,71
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(817.734,95)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(63.157,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);17.012.562,76
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);5.593.670,51
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(5.597,08)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(10.007.299,22)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(200.494,06)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(267.433,29)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(7.285.303,61)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);27.729.046,47
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/04/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.099,78
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/04/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(247.050,54)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);790.631,33
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(779.152,82)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);221.371,23
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(75.250,53)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);19.238.038,74
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);60.935.787,29
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);391,43
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(170.928,30)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);66.541,55
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);128.014,30
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);235.001,11
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.424.393,14)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);32.716,11
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);10.140.270,21
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/05/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);19.659,76
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/05/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.703,67)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);898.440,16
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.725.228,21)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.583.118,22)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.900.926,00)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);364.268,64
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);11.390.750,45
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.298,18)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);34.640,05
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);762.820,74
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(373.317,61)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(5.802.125,14)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.499,90)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.973,07)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);434.026,60
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(165.482,29)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/05/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(14.652,72)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/05/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(24.361,36)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);7.183,44
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);7.183,44
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/06/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.500,00
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/06/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.500,00
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.459.257,27)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.603.689,57)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);12.793.151,72
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);1.462.326,77
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);40.714,02
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(291.753,59)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(428.783,04)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(189.705,41)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(184.735,78)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);70.214,47
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.425.718,28)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);90.791,48
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);152.641,76
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/07/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(75.977,45)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/07/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(26.140.871,62)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);2.143.282,20
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(563.302,26)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(293.797,41)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(324.582,90)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);1.869.219,34
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(125.868,39)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.177,00)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);15.429.114,57
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);71.568,50
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);34.769,81
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);603.440,44
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(173.041,72)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(181.002,79)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.093.298,36)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(772.280,09)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/07/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);154.325,96
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/07/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(107.880,16)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(58.662,53)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.015.508,68)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(22.469,48)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(22.484,24)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.712,07
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(617.975,03)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.921.329,76)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);16.889.051,46
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);872.714,58
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(204.414,10)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);3.436.095,55
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);3.850,00
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(45.774,83)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/08/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);30.150,38
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/08/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(110.866,38)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(2.462.285,50)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.173.246,65)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.327.747,68)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.621.297,65)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);4.900,45
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);719.171,33
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.308.440,51)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);12.727.241,31
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);5.772.725,19
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);187.127,14
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);396.540,18
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(142.967,86)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(314.494,95)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);238.522,53
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(250.748.302,49)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/08/2018;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.500.910,10)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/08/2018;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.611.414,75)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.943.296,82)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(227.160,42)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);12.450.945,52
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);768.775,56
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);69.830,34
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.105.398,13)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(4.096,25)
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);512.890,66
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(81.057,68)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.453.167,78)
24000;MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.879.861,48)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(94.054,35)
24209;CENTRO NAC DE TECN ELETRONICA AVANCADA S/A;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(178.029,53)
24901;FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);27.772.397,14
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/10/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(1.647.635,44)
41231;AGENCIA NACIONAL DE TELECOMUNICACOES;24/10/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.798.118,20)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(4.073.090,97)
20301;COMISSAO NACIONAL DE ENERGIA NUCLEAR;24/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.874.365,08)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);(658.411,17)
20302;NUCLEBRAS EQUIPAMENTOS PESADOS S/A;24/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(1.628.514,16)
20303;INDUSTRIAS NUCLEARES DO BRASIL S/A;24/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);(2.070.320,68)
20402;AGENCIA ESPACIAL BRASILEIRA - AEB;24/11/2017;LIMITES DE SAQUE (OFSS, DIVIDA, BACEN E PREV);4.973.600,59
20501;CONSELHO NACIONAL DE DES.CIENT.E TECNOLOGICO;24/11/2017;VALORES LIQUIDADOS A PAGAR (EXERCICIO + RP);627.867,56
